frequency, word
27,add
26,yoke
26,wreck
26,visage
26,vantage
26,unnatural
26,twain
26,tremble
26,tall
26,suits
26,standing
26,speak'st
26,snow
26,slaughter
26,sell
26,robert
26,resolv'd
26,regard
26,ran
26,prayer
26,practice
26,polonius
26,pitch
26,notice
26,muse
26,miserable
26,maiden
26,league
26,lamb
26,jupiter
26,island
26,instrument
26,ink
26,hearted
26,handkerchief
26,habit
26,guest
26,groans
26,gown
26,fed
26,fairy
26,express
26,except
26,ely
26,dumain
26,drive
26,deserves
26,delay
26,crying
26,crown'd
26,conference
26,complexion
26,compass
26,companion
26,commands
26,commanded
26,bell
26,began
26,banishment
26,assur'd
26,arise
26,also
26,ago
26,abide
25,urge
25,trees
25,suspect
25,summer's
25,stain
25,sour
25,solemn
25,slaves
25,shapes
25,sentence
25,senior
25,satisfaction
25,running
25,ruin
25,reward
25,remains
25,refuse
25,pursue
25,priam
25,possession
25,pieces
25,phebe
25,persuade
25,peers
25,necessity
25,mountain
25,mount
25,modest
25,misery
25,lip
25,leads
25,laws
25,language
25,iron
25,infinite
25,impossible
25,hugh
25,hippolyta
25,hill
25,guilt
25,growing
25,greeks
25,gower
25,fright
25,felt
25,drew
25,discharge
25,devils
25,defence
25,dearly
25,cressid
25,courtier
25,county
25,corse
25,constable
25,clothes
25,clerk
25,calm
25,beside
25,beatrice
25,bar
25,banquo
25,attempt
25,alexas
25,advance
25,according
25,abbess
24,wrong'd
24,wolf
24,woeful
24,willing
24,whoreson
24,wholesome
24,wedding
24,wears
24,virgin
24,troop
24,torment
24,titania
24,thane
24,tend
24,tempt
24,taking
24,stronger
24,stream
24,stock
24,start
24,stain'd
24,sooth
24,skin
24,siege
24,shook
24,shines
24,seem'd
24,scotland
24,score
24,savage
24,sandys
24,rul'd
24,rotten
24,rebels
24,rate
24,perish
24,peevish
24,passage
24,parley
24,pair
24,pace
24,odds
24,oberon
24,nym
24,nights
24,midnight
24,message
24,market
24,mariana
24,line
24,laertes
24,ireland
24,huge
24,heaven's
24,hangs
24,guarded
24,graves
24,glend
24,friendship
24,friendly
24,example
24,disease
24,disdain
24,discretion
24,discover
24,cyprus
24,commit
24,cock
24,clock
24,cares
24,bore
24,bohemia
24,blown
24,betray
24,banquet
24,armour
24,armed
24,arm'd
24,afraid
24,acquaintance
23,youthful
23,wishes
23,wink
23,wax
23,token
23,threw
23,theirs
23,terror
23,temper
23,task
23,subtle
23,stubborn
23,sting
23,steward
23,smiling
23,slept
23,slay
23,silent
23,shade
23,secure
23,roar
23,retire
23,renowned
23,purchase
23,provided
23,prince's
23,prick
23,pow'r
23,pomp
23,plebeians
23,plays
23,petty
23,passing
23,ophelia
23,odd
23,newly
23,minute
23,metal
23,mess
23,malcolm
23,lusty
23,lov'st
23,likes
23,lad
23,italy
23,hung
23,hue
23,hostess
23,holofernes
23,herein
23,height
23,hat
23,grievous
23,granted
23,forfeit
23,fee
23,falsehood
23,exchange
23,earthly
23,distance
23,delivered
23,deceiv'd
23,death's
23,dame
23,dam
23,daily
23,cursed
23,cuckold
23,crow
23,commonwealth
23,cat
23,carried
23,burns
23,belov'd
23,arthur
23,appointed
23,antigonus
23,andrew
23,advise
23,accept
22,windsor
22,waters
22,veins
22,troubled
22,troops
22,tricks
22,tread
22,touching
22,torture
22,suppose
22,stern
22,spread
22,soil
22,siward
22,serving
22,services
22,search
22,saucy
22,ros
22,rome's
22,robin
22,rebellion
22,rail
22,proclaim
22,praises
22,pleasant
22,overdone
22,orchard
22,opposite
22,moment
22,macduff
22,lodovico
22,lock'd
22,learn'd
22,kneels
22,kingly
22,kindly
22,killing
22,joan
22,inward
22,invisible
22,hazard
22,grew
22,glendower
22,fran
22,fox
22,fix'd
22,fields
22,favours
22,famous
22,error
22,easily
22,drown
22,drinking
22,dote
22,dine
22,day's
22,daughters
22,cowards
22,corioli
22,chaste
22,cell
22,cassandra
22,capulet
22,cam'st
22,bushy
22,bush
22,beloved
22,beholding
22,beau
22,beasts
22,beams
22,barnardine
22,aunt
22,afterwards
22,afeard
22,abuse
21,zeal
21,you're
21,wing
21,wife's
21,welsh
21,weeps
21,week
21,weather
21,weapon
21,virginity
21,value
21,ugly
21,tyranny
21,tribute
21,travel
21,touches
21,toil
21,theme
21,tame
21,tailor
21,sweetest
21,strongly
21,strokes
21,strive
21,strife
21,stabs
21,spy
21,sought
21,shoulders
21,sheriff
21,shadows
21,sets
21,serv
21,seldom
21,seize
21,sceptre
21,scape
21,rutland
21,rhyme
21,resolve
21,reach
21,qualities
21,purposes
21,provide
21,prov'd
21,pronounce
21,pour
21,pluck'd
21,pinch
21,parliament
21,panthino
21,palm
21,pack
21,observe
21,mistress'
21,mightst
21,messengers
21,mass
21,marvel
21,lord's
21,lights
21,lightning
21,liberal
21,lesser
21,lays
21,launcelot
21,laugh'd
21,knit
21,kin
21,key
21,interest
21,instance
21,injury
21,honour'd
21,hole
21,harsh
21,hairs
21,grandsire
21,gently
21,gaze
